,id,language,date,time_length,gender,medium,text_type,text
120,C2015-WRI-3M-014-001,czech,2015-01-27,3,M,writing,narration,"Pokud je uvedeno na českou hudbu, nikdy nemůže ignorovat otce české hudby - Bedřicha Smetanu. Jeho dílo symfonická báseň Má vlast, je dobře známá po celém světě. Vltava je nejslavnější kapitolou v souboru „Má vlast“.  Když slyšíte Vltavu , zdá se, že vidíte zobrazení scény měnící se podél řeky. Jiný slavný český skladatel je Antonín Leopold Dvořák. Jeho slavné dílo je Symfonie č. 9 ""z Nového světa"", který je psaný, když byl v Americe. Toto dílo obsahuje prvek černé hudby a tradiční Bohemia hudby."
121,C2015-WRI-3M-014-002,czech,2015-01-27,3,M,writing,narration,"Existuje mnoho slavný spisovatelů, kteří mají svůj původ v Česku, jako např. Franz Kafka, Václav Havel, Bohumil Hrabal. Čtením jejich románů můžeme vidět, že dali svůj ducha do svých románu, a ukázat jejich soucit k věcem a lidem kolem nich. Román, o kterém si myslím, že byste si nikdy neměli nechat ujít, je Proměna a Příliš Hlučné Samota."
122,C2015-WRI-3M-014-003,czech,2015-01-27,3,M,writing,narration,"Chcete-li uvést český filmový, československé nové vlny v hodnotě naši pozornost. Československá nová vlna byla umělecké hnutí ve filmu v roce 1960. Ředitelé měli větší přístup k ateliérům a státnímu financování, a oni inklinovali prezentovat filmy převzaté z české literatury. Zástupci jsou např. filmy Ostře sledované vlaky a Skrivánci na niti Jiřího Menzela."
123,C2015-WRI-3M-014-004,czech,2015-01-27,3,M,writing,narration,"Česká republika je pluralitní multi-partijní parlamentní reprezentativní demokracie, s předsedou vlády jako hlava vlády. Parlament je dvoukomorový s Poslaneckou sněmovnou a Senátem.Československo bylo vytvořené v roce 1918, po druhé světové válce 1. Od roku 1948 do roku 1989 bylo Československo ovládáné Komunistickou stranou Československa, která byla ve skutečnosti pod kontrolou Sovětského svazu."
124,C2015-WRI-3M-014-005,czech,2015-01-27,3,M,writing,narration,"V roce 1989, po sametové revoluci, Komunistická strana Československa byla síla na konec. V roce 1993 Československo rozděleno do dvou zemí Česká republika a Slovensko, a první prezident České - Václav Havel byl zvolen Poslaneckou sněmovnou a Senátem. Nyní existují dva prezidenti od roku 1990, jsou to Václav Havel a Václav Klaus. V roce 2013, nový prezident bude volen prvních přímých prezidentských volbách v České republice."
125,C2015-WRI-3M-014-006,czech,2015-01-27,3,M,writing,narration,"Od roku 1989 se Česká republika začala reformovat a otevírat světu a její ekonomika se stále rozvíjí energicky. V těchto letech, Česká republika má stále pozitivní růst ekonomiky i přes globální finanční krizi 2007-2008. Česká má také nižší míru nezaměstnanosti srovnání s jinými zeměmi v Evropě."
126,C2015-WRI-3M-014-007,czech,2015-01-27,3,M,writing,narration,"Jako export-orientované země, Česká především obchoduje s okolními zeměmi EU, zejména s Německem. Jedním z nejvíce rozvinutých průmyslových odvětví je automobilový průmysl a jeho proslulé značky je Škoda."
127,C2015-WRI-3M-014-008,czech,2015-01-27,3,M,writing,narration,"Česko je stará kulturní země. Kultura česká byla a je vždycky důležitá pro český národ. České země byly často napadány a pod vládou jiný cizích, a aby překonali tyto obtíží, kondenzovali své etnické povědomí o literatuře a hudbě. Češi jsou vyhrazeny oni by raději vzdát spíše než boj marně oni mají humorný pohled na život. Když světová válka 2 začala, okamžitě vzdali, aby se zabránilo poškození do Prahy Děkujeme jejich charakteru, Praha - jeden z nejkrásnějších města může ještě existovat ve světě."
128,C2015-WRI-3F-007-001,czech,2015-01-27,3,F,writing,narration,"Česká republika je rozdělena na hlavní město a 13 krajů. Český Prezident je Václav Klaus předseda Vlady JE Petr Nečas. Česká parlement JE dvoukomorový.Prezident má  omezené pravomoce, většina rozhodnutí schvaluje parlamentů. České republiky hlavní průmysly jsou automobilovém průmyslu, kovovýroba, strojní výroba, elektronický a potravinářský průmysl. Česká republika je významným vývozcem elektroniky a automobilů v EU."
129,C2015-WRI-3F-007-002,czech,2015-01-27,3,F,writing,narration,"Školství České republiky se zaměřuje na oblasti vědy a techniky vzdělávání. Česká republika má také bohatou vědeckou tradici. Jedním z důležitých vynálezů jsou moderní kontaktní čočky. Kromě lidských zdrojů, vláda podpora je také velmi důležitá. Tyto příznivé podmínky umožňují mnoho dobře-známé společnosti nastavit továrny, jako je Fox Conn, Asus, Celestica, atd."
130,C2015-WRI-3F-007-003,czech,2015-01-27,3,F,writing,narration,Cestovní ruch je jedním z hlavních zdrojů příjmů pro českou vládu. Mnoho historických krajin a krásné scenérie lákají mnoho turistů k návštěvě. Praha měla největší počet návštěvníku ze všech měst v Evropě. Někteří turisté si však sěžují naokrádání taxikáři a mnoho kapesních krádeží.
131,C2015-WRI-3F-007-004,czech,2015-01-27,3,F,writing,narration,"Během prvního úplňku po rovnodennosti, to je česká Velikonoce. Podle staré tradice, muži držejí pomlázky a šlehají ženy a dívky ručně vyrobenou pomlázkou z vrbového proutí. Pro ně toto symbolizuje, aby měli dobrý zdravotní stav v průběhu celého roku. Během noci 30. dubnu až brzy ráno 1. Května, ten den je považován jako tajemná magická noc."
132,C2015-WRI-3F-007-005,czech,2015-01-27,3,F,writing,narration,"Předkové věřili, že v této době čarodějnice létají. Aby chránili samy, lidé zapálil ohňů na kopci. Ted Čarodějnice ten svátek změní jenom pro zábavu. V ten den, lidé shromáždí kolem ohňů, a gril klobásy. Stejně jako karneval v Brazílii, Češi karneval se nazývá Masopust. To je nejvášnivější den v roce. Od ledna 6 až sedmého středu před Velikonocemi, mladí muži nosí legrační masek a kostýmů, jako pastýři, medvědi, ovce, slepice, prasata a tak dále."
133,C2015-WRI-3F-007-006,czech,2015-01-27,3,F,writing,narration,"Obvykle na konci průvodu je pastýř. Oni hrají na hudební nástroje a zpívat písně. Po průvodu, oni pálí své nástroje, a to znamená, že rekreace končí. Češi jsou zdvořilí, např. řidiči dávají na přechodu přednosti chodcům, když to neudělají, jsou jim odečteny 6 bodů. Pokud nahromadí 12 bodů, ztratí svůj řidičský průkaz. Možná díky své historii nebo národnímu charakteru nebo v důsledku vzdělávání, Češi jsou nejen jemní ale také starostliví. To vše dělá z Česka slušnou zemi."
134,C2015-WRI-3F-001-001,czech,2015-01-28,3,F,writing,narration,"Za prvé, Obor „Východoevropská studia se specializací lettonistika, lithuanistika, rusistika, ukrajinistika, dvouoborové studium“ mě zajímá a ráda bych se v něm studuji. Za druhé, Ted‘ jsem nová studentka na magisterském studiu Katedry Slavistiky na universitě Cheng-Chi. Nehledě na co, že studuji na katedře Slavistiky, ale většina našich kurzů spojéna s jazykovědou a literaturou Ruska, a obecně namá kurz o jiných slovanských jazykcích,a též nemá kurz o staroslověnštině,o tuto těmu mám zájem."
135,C2015-WRI-3F-001-002,czech,2015-01-28,3,F,writing,narration,"Za třetí, chci dále se učit češtinu a i udělat certifikovánou zkoušku z češtiny B2.V bodoucnosti chci ještě dále studovat v ČR. Za čtvrté, v Česku samožejmě mají více informací o slovanských jazyků, chci tam hledat tému, o kterou se zajímám,a kdy vrátím se do Tchaj-wanu,budu psát diplomávou práce."
136,C2015-WRI-3F-002-001,czech,2015-01-28,3,F,writing,narration,"Česká republika je stát ve střední Evropě, který vznikl v roce 1993 rozdělením Československa na dvě země. Česká republika má 10 505 445 obyvatel. Hlavní město je Praha. Česká republika zaujmá 78 866,2 km². Česko vstoupilo do EU 1. Května 2004. V Česku měna je česká koruna. Česko je členem Organizace spojených národů, Severoatlantické aliance, Světové obchodní organizace, Mezinárodního měnového fondu, Světové banky, Rady Evropy, Evropské unie."
137,C2015-WRI-3F-002-002,czech,2015-01-28,3,F,writing,narration,"Česká republika má tří historických zemí－Čechy, Morava a česká část Slezska. Státní symboly České republiky jsou velký a malý státní znak, státní vlajka a státní hymna Kde domov můj?. Státní vlajka se skládá z horního pruhu bílého a dolního pruhu červeného, mezi něž je vsunut žerd’ový, modrý klín do poloviny délky vlajky. Malý státní znak tvoří červený štít, v němž je stříbrný dvouocasý lev ve skoku se zlatou korunou a zlatou zborojí. Státní hymnu tvoří první sloka písně Františka Škroupa na slova Josefa Kajetána Tyla” Kde můj domov”."
138,C2015-WRI-3F-002-003,czech,2015-01-28,3,F,writing,narration,"Sousedí České republiky jsou čtyřmi státy. Na západě je Německo, na jihovýhodě je Slovensko,na jihu je Rakousko a severovýhodní hranici sdílí s Polskem. Nejvyšší českou horou je Sněžka v Krkonoších (1602m mořem). Nejdelší řekou v Česku je Vltava, která je 433 km dlouhá. Podnebí je v Česku mírné. To znamená, že rok má čtyři období a každé z ních trvá tři měsíce. 21. března je první jarní den."
139,C2015-WRI-3F-002-004,czech,2015-01-28,3,F,writing,narration,"Obvykle ještě není moc teplo. Svítí slunce, sníh začíná tát. Kvetou stormy a květiny. Pro milovníky teplejšího počasí je nejvhodnějším měsícem k návštěvě ČR červenec, kdy je zde v průměru téměř o 20°C tepleji než v lednu. Nejvyšší denní teploty občas vyšší něž 30 °C. V červenci začínají prázdniny. Češi jezdí na dovolenou na své chaty nebo k moři. Tam se koupeme, plaveme a opalujeme se."
140,C2015-WRI-3F-002-005,czech,2015-01-28,3,F,writing,narration,"Taky jezdí na výlety do neznámých mist. Kdo má rád pěší turistiku, může jet na hory. Od 23. září je podzim. zraje ovoce. Ráno je mlha. Ve dne je ještě jasno a teplo, ale v noci už je chladno. Později je zataženo, fouká vítr a prší. Ze stromů padá listí. Češi chodí do lesa a sbírájí houby. Zima začíná 21.prosince. Padá sníh. Často je mráz. Češí sáňkují, lyžují nebo bruslí."
141,C2015-WRI-3F-002-006,czech,2015-01-28,3,F,writing,narration,"Česká republika je zastupiltelská demokracie a parlamentní republika, která má dva parlamenty, jeden jmenuje se Poslanecká sněmovna, a druha je Senát. V České republice vedoucí vlády je předseda ministerský,ale hlava České republiky je preditent,který volí přimo českými občany.Ted‘ předseda vlády je Bohuslav Sobotka a prezident je Miloš Zeman."
142,C2015-WRI-3F-002-007,czech,2015-01-28,3,F,writing,narration,"Česká průmyslova výbora má bohatou tradici a její produkty mají světovou kvalitu a popularitu. Tradiční české produkty a značky jsou sklo, Broušené sklo, pivo, minerální voda, automobily, obuv Bat’a. Na Tchaj-wanu značka auta “Škoda” taky je velmi znamá. České země mají bohaté a různorodé dějiny. Lidé, kteří přicházejí ze všech světa, zde navštěvují zámky, kostely i klášterů a krasné české města. V Česku 12 památek bylo zapsano seznamu do UNESCO."
143,C2015-WRI-3F-002-008,czech,2015-01-28,3,F,writing,narration,"Česko taky je stát kultury. Na světě česká kultura, český film,česká hudba a výtvarné umění jsou slavné.Knihy Milana Kundry, Karla Čapka, Vaclava Havla, Jarolsva Haška a Bohumila Hrabala všechni vědí. Film “Kolja“ získal Zláty glóbus a Oscar v kategorii nejlepší cizojazyční film. Světově proslulými českými hudebními skladately jsou Antonín Dvořák, Bedřich Smetana, Leoš Janáček."
144,C2015-WRI-3F-002-009,czech,2015-01-28,3,F,writing,narration,"A ještě lidé mohou lehko kupit věc, na které obraz malujcí Alfonsem Muchou. V Česku má “Večerníček“, který je televizní pořad s pohádkovým nebo jiným příběhem pro děti. Z večerníčků “O makové panence a motýlu Emanuelovi“, “Víla Amálka “, “Mach a Šebestová“ a “Bob a Bobek“ je velmi populární. Ale nejznamejší animovaná postava je“Krteček“. Na Tchaj-wanu též mohou kupit knihy o Krtkovi."
145,C2015-WRI-3F-002-010,czech,2015-01-28,3,F,writing,narration,"Tradiční české jídlo je smažený sýr, koláč, knedlíky, řízek a rohlík. Zvláštnost české kuchyni je tučná. V Česku má také tradice, že jedí kapr na Vánoce. Pivo je nejdůležitější nápoj v ČR, české pivo taky je nejznámější a nejkvalitnější na světě. Kromě piva, vino na Moravě taky má dobrou kvalitu."
146,C2015-WRI-3F-002-011,czech,2015-01-28,3,F,writing,narration,"V Česku ještě má jeden znamý nápoj, to je limonáda “Kofola“. Nejoblíbenější sport Česka je hokej, ale češi mají rady fotbal, lyžování, sáňkování, krasobruslení a tenis a tak dále. V Česku 70％ lidí nevěří v Boha. Na konci, Česká republika je stát veletrhů, sportu, průmyslu a obchodu, umění a kultury. Za návštěvu stojí Česká republika!"
147,C2015-WRI-3F-003-001,czech,2015-01-28,3,F,writing,narration,"Jmenuju se Ivana. Narodila jsem v okrese I-Lan 15.prosince v roce 1991 v rodině stavbaře. Tatínek je stavbař, maminka je v domácnosti, a mám jednoho mladšího bratra, který je student. Teď studuju na magisterském studiu Katedry Slavistiky na universitě Cheng-Chi. Mluvím anglicky, rusky, trochu česky a samozřejmě čínsky. Když jsem byla studentkou Katery Slavistiky, jsem pracovala v kanceláři katedry jako pomocník tajemnice 3 roky, pak loni v letě jsem pracovala jako tlumočnice z ruštiny."
148,C2015-WRI-3F-003-002,czech,2015-01-28,3,F,writing,narration,"Na dovolené často jsem pracovala jako učitelka a učí děti, které bydlí na venkově v okrese I-Lan. Pomáhala jsem České ekonomické a kulturní kanceláři založit akce na našem univerzitě dvakrát, nejdříve jsem pomáhala zařídit výstavu knih “České komiksy a obrázkové knížky” a tež byla jsem vedoucí na otevření, pak jsem pomáhala založit otevření českého lektorátu na tchaj-wanu a vystavu velkoformátových fotografií s motivy České republiky, a také jsem pracovala jako vedoucí na otevření."
149,C2015-WRI-3F-003-003,czech,2015-01-28,3,F,writing,narration,"Byla jsem průvodkyní a jsem představila bývalému starostu Kutné Hory Taipei. Mám ráda jógu a tancovat. V minulosti jsem tacovala balet a národní tanec 11 let a též jsem cvičila Kung-fu 8 let, ale ted‘ jenom cvičím jógu. Cvičím každou neděli jógu. Dále ráda čtu a chodím na procházku. Jsem vážná, pracovitá a usměvavá."
150,C2015-WRI-3F-003-004,czech,2015-01-28,3,F,writing,narration,"Líbí se mi obrazky Muchy a též chci cestovat po Česku, tak se jsem rozhodla se učit češtinu, a potom postupě zajímám se o českou kulturu a velmi chci stodovat ve Česku. V roce 2012 jsem získala stipendium, a sudovala jsem v Poděbradech jeden měsíc. Líbilo se mi ten čas, protože Česká republika má krasnou přírodu, a ještě jsem mohla studovat v zámku. Doufám, že taky můžu dostat stipendium v tento době a v budoucnosti. V bodoucnosti chci studovat na Univerzitě Karlové."
151,C2015-WRI-2F-040-001,czech,2015-04-15,3,F,writing,narration,"Ráno vstávam v šest třicet hodin,potom si čistím zuby. Ráno snídám v sedm hodin,potom jdu do školy v osm hodin. Dopoledne začínám lekci v devět hodin,potom píšu test v devět třicet hodin. Dopoledne mám přestávku potom piju kavu v deset hodin. Potom mám českou lekci v deset třicet hodin. Poledne končím ve škole v dvanáct čtyřicet pět, potom obědvám v třináct."
152,C2015-WRI-2F-040-002,czech,2015-04-15,3,F,writing,narration,"Odpoledne čtu román v dva hodiny, potom jdu na návštěvu. Odpoledne si povídáme v čtyři hodin, potom kupuju listky do divadla. Odpoledne se vrat´ domů v šest třicet hodin. Večer se díváme na drama v sedm hodin, potom večeříme a pijeme vino v devět třicet hodin. Potom spím a myslím na svuji přitel."
153,C2015-WRI-2F-041-001,czech,2015-04-15,3,F,writing,narration,"Můj obvyklý den. Ráni vstavám v sedm hodin, a potom si myju obličej a vařím snídaní. Často snídám chléb a mléko. V 7,00 jedu do školy. Škola je daleko, proto musím jet metrem a autobusem. Začínám lekci v 8,10. Posloucháme učitele, píšeme test, opakoujeme dialogy. Máme přestávku v deset hodin. Jdu pro kávu do obchody a potom jdu na lekci literatury."
154,C2015-WRI-2F-041-002,czech,2015-04-15,3,F,writing,narration,"Mám dobrou učitelku. Zná čínskou literaturu a historii dobře a vždycky hovoří nový roman.V poledne jdu do restauraci s kamaradou na oběd. Mám chut´na ryži, maso a polevka.V 13.00 jdeme procházku a čatováme. Odpoledne mám českou lekci. Naš český učitel je mladý a dobrý."
155,C2015-WRI-2F-041-003,czech,2015-04-15,3,F,writing,narration,"Učí gramatiku docela dobře.V 16.00 jedu domů.Večer jdu do obchody pro mléko, rybu, zeleninou a hovězí maso.V 18.00 večeřím a dívám se na televizi. Potom dělám domaci ukol.V 21.00 se myju. Ráda čtu knihy, proto každou noc v 10.00 čtu roman.V 11.00 jdu spát."
156,C2015-WRI-2F-042-001,czech,2015-04-15,3,F,writing,narration,"Vždycky vstávám v pět hodin, potom si čistím zuby. Snídám vždycky venku s maminkou v šest. Mám rada zeleninový sendvič. Jedu do školy autobusem. Mám lekci skoro vždy v osm hodin, studuju ruštinu. Obědvám obvykle v dvanáct hodin, ale čas od času v čtrnáct. Rád jím salát a rohlik, piju černý čaj nebo kávu. Končím ve škole velmi často v šestnáct hodin, potom jdu do posilovany."
157,C2015-WRI-2F-042-002,czech,2015-04-15,3,F,writing,narration,"Neráda sportuju moc, ale nechci být tlustá. Vždy se myju, když končím sportovat, a jedu domů. Doma studuju ruštinu a češtinu velmi často. Každý večer chatuju s kamarádem a s kamaradkou. Oni jsou moc dobré a zajímavé. Spím skoro vždycky v dvacet dva hodin, protože musím vstávat brzo každé ráno."
158,C2015-WRI-2M-045-001,czech,2015-04-15,3,M,writing,narration,"Co dělám každy den? Vstávám často v 9hodin, potom čistím si zuby. V 9 hodin 30 minuty, snídám obvykle v restauranci, ale někdy snídám doma. Obvykle v 10 hodin jdu do školy. Studuju politik a cízí jazyky. Mám lekci skoro vždy poledne, tak že nemám čas na oběd obvykle. Mám rád kavu."
159,C2015-WRI-2M-045-002,czech,2015-04-15,3,M,writing,narration,"Odpoledne po třídě rád piju kavu c mlekem. Často končím ve škole v 18 hodin, potom věčeřím v japonskoj restauranci. Jdu domu v 20 hodin. Velmi často můsím napsat a studovat cízí jazyk nebo diplomatické teorie. Někdy jsem se jít do barů nebo klubů večer. Spím v 24 hodin."
160,C2015-WRI-2M-046-001,czech,2015-04-15,3,M,writing,narration,"Den Romanu. Jmenuju se Roman. Žiju v Taipei.Včera jsem měl hezký den narozenina meho kamarádu. Ráno jsem vstával v půl sedmé. Jsem čistil si zuby, jsem myl si vlasy, jsem oblékal se. Potom snídali jsem s kamarádam, spolu jeli jsem na zoo. Jsem viděli sympatickeho zvíře.// V šest hodin jsme vracíli domů.Večer jsem jedli hovězí gulaš a hranolky. Dobrá večeře. Se jsem dívál na televizi. Potom jsem píšu domácí ukol. Vjednáct jsem spal."
161,C2015-WRI-2M-047-001,czech,2015-04-15,3,M,writing,narration,"Můj obvyklý den. Ráno v šest třicet vstávám, potom snídám,jím chlebu a salám. V osm hodin jdu do školy, potom začínám lekci, a v devět hodin píšu test. Dopoledne mám přestávku a piju kavu s kamaradem v deset hodin, potom mám anglickou lekci vdeset třicet. V poledne končím ve škole, v jeden hodin obědvám, jím bramborovú polevku a smaženy sýr."
162,C2015-WRI-2M-047-002,czech,2015-04-15,3,M,writing,narration,"Odpoledne čtu knihu v dva hodin, potom jdu na návštěvu ke kamárádovi ve tři hodin. Mluvím si kamarádi. Večer kupuju lístky do divadla, a jdeme do divadla s kamarádi. V sedm hodin díváme s ena drama, potom večeříme spolu a pijeme víno.V noci spím a zdá se mi o Brna."
163,C2015-WRI-3F-039-001,czech,2015-04-15,2,F,writing,narration,Můj obvyklý den. V šest hodin vstávám a snídám. V šest třicet jdu do školy a v osm hodin mě začínám lekci. Ve dvanact obědváme s kamarády. Odpoledne hrajú volejbal a basketbal. Potom večeřím spolu. Večer jdeme na proházku a na film. Ve dvanact hodin o půlnoci jdu spát.
164,C2015-WRI-3M-043-001,czech,2015-04-15,2,M,writing,narration,"Můj obvyklý den. Ráno v šest třicet vstávám, potom v sedm hodin snídám, si jdu do školy v osm hodin. V osm třicet zacínám lekci, a v devět píšu test. Dopoledne v deset hodin piju kávu s kamarádem, potom mám českou lekci v deset třicet. V poledne končim ve škole."
165,C2015-WRI-3M-043-002,czech,2015-04-15,2,M,writing,narration,"Odpoledne v třináct hodin obědvám,potom v čtrnáct hodin čdu knihu, si v patnáct jdu na návštěvu a mluvim s kamarádi. Večer kupuju lístky, a jdeme s kamarádi do divadla, potom díváme se na drama, a spolu večeříme taky pijeme víno. O půlnoci jdu spát a zdá se mi o Davida."
166,C2015-WRI-3M-044-001,czech,2015-04-15,2,M,writing,narration,"Rano v sedum hodin vstavam, potom snidam. Dopoledne v osm hodin jdu do školy. My začíname lekci v osm třicet, potom učíme se gramatiku a pišeme test. V jedenact hodin piju kavu c kamaradem. V poledne mam českou lekci a vím video. Odpoledne my kočíme ve škole v dvanact čtyřicet pet, potom obedavam v jeden hodim."
167,C2015-WRI-3M-044-002,czech,2015-04-15,2,M,writing,narration,"V dva hodim čtu knihu, potom v tři hodim jdu ke kamaradovi a povídame si. Večer kupuju listky do divadla a potom jdu do divadla. V sedm hodim začína drama, divam na drama, potom večeřím spolu c Davidem,pijeme vino. Spím v dvanact půlnocí, poton zda se mi o Davidavim."
168,C2015-WRI-4F-038-001,czech,2015-04-15,4,F,writing,narration,"Rano vstávam v 7 hodin, snídam rohlíky a melku v 8 hodin. V 9 hodín jdu do školy. V 9.30 zacina lekci, studuju a psam test v 10 hodin. Potom piju čaj. Mam českou leckcí v 11 hodin. V 12.45 končím ve škole. Potom obědvam v restauraci. V 14 hodin čtu roman."
169,C2015-WRI-4F-038-002,czech,2015-04-15,4,F,writing,narration,"Odpoledne jdu na návštěvu u své kamarádky Lenku. Večer v 17 hodin kupuju lístky pro divadla. Potom jdeme do divadla v 19 hodin dívam se na drama, dívají Hamleta. V 21.30 večeřime. V naci spím a sním na můj Idol."
170,C2015-WRI-2F-095-001,czech,2015-04-24,3,F,writing,narration,"Zdravý životní styl. Zdravý životní styl - zvládání stresu. Jezte zdravě, pravidelně se hýbejte, relaxujte, do přávejte si kvalitní spánek a hodně se smějte. Jste často ve spěchu a děláte vše na poslední chyili - častý stres je přitom původcem mnoha zdravotních potíží."
171,C2015-WRI-2F-096-001,czech,2015-04-24,3,F,writing,narration,"Zdravý životní styl. Pokud chceš mít zdravý životní, hlavní je zdravá stravá, jako mlečně jídlo a velkou zeleminu.Potom, můžete mít pravidelně pohyb. Máte pravidelně pohyb, nemáte stresu. Nemáte stresu, máte denně laskou a dobrého mladu. Nekouři je zdravý životní styl. Máte dostepně spánek, alešpon 8 klok denně.Pozor na všeho krevní vlak a krevní cukr."
172,C2015-WRI-2F-097-001,czech,2015-04-24,3,F,writing,narration,"Zdravý životní styl. Zdravý životní styl je důležitý pro každého člověka. Myslím si, že musíme dělat třitero, abychom měli zdravou a dobrou situaci těla.Zaprvé máme sportovat pravidelně, alespoň třikrát za týden. Jestli my sportujeme v pravidelnosti, my nebudeme být nemocní často."
173,C2015-WRI-2F-097-002,czech,2015-04-24,3,F,writing,narration,"Zadruhé každý stroj potřebuje pavilo, ale musíme konsumovat dobré jídlo a zdravou stravu. Lépe jíst více zeleniny a méně masa. Daváme pozor na závislosti, které jsou špatné pro telo. Nakonec potřebujeme dost spánku. Při spánku si naše tělo dělá čistu. Budeme mít hodně problemů, jestli nemáme dost klid v noci,6-8 hodiny je stačí."
174,C2015-WRI-2F-098-001,czech,2015-04-24,3,F,writing,narration,"Důlezitým faktovem zdravího stylu je pravidelnost. Musíme často jíst hodně zeleniny, nemusíme jíst rychlé občerstvené jídlo. Musím obvyknout vstávat ráno každý den. Pro náse zdraví sport je taký velmi důlezitý.Kdybychom sportovat pravidelně, měli bychom zdravé telo."
175,C2015-WRI-2F-098-002,czech,2015-04-24,3,F,writing,narration,"Naša náhoda je důlezitá . Kdybychom měli veselou náhodu, dělali bychom všechno úspěšně. Můzeme dostat zdraví a musíme dat pozor na náš zivotní zvyk."
176,C2015-WRI-2F-099-001,czech,2015-04-24,3,F,writing,narration,"Zdravý životní styl. Protšebuju zdravý stráva. Často jíst zelenina a ovoce, nepít alkohoru a nejíst obvykle ryhlé jídlo. Spordovat okolo tři krát za týden. A spánek nag zlato, spát brzo a včas, když den šest-osm hodin. Moment pro sebe a manežer zdraví."
177,C2015-WRI-2F-100-001,czech,2015-04-24,3,F,writing,narration,"Zdravý životní styl. Jak žije zdravě? To je muže doporučit někomu lévně, ale sami děláme moc těžké. Po prvé spánek nad zlato. Řekl, že musíme spát osm hodin denně."
178,C2015-WRI-2F-101-001,czech,2015-04-24,3,F,writing,narration,"Můžete jíst hodně zeleniny a ovoce, často sportovat, chodit spát včas a žit vesele, a proto máte zdravý životný styl. Ale pítí tvrdý alkohol, často kouření, tučné jídlo a nikdy sportovat není zdravý životní styl.Kdybyste měli nezdravý životní styl, boleli byste často."
179,C2015-WRI-2F-101-002,czech,2015-04-24,3,F,writing,narration,"Kdybyste měli zdravý životní styl, ale máte hodně stresu, byli byste nezdravý čelověk. A proto vesele taky hlavný pro zdravy."
180,C2015-WRI-2F-102-001,czech,2015-04-24,3,F,writing,narration,"Zdravý životní styl - Nejdřive,můžu jíst hodně zeleniny, ovoce, můsli a mléčný produkty. Nesmím vždycky jíst stravování jídlo, například hamburger, a smažené jídlo. Ještě nemůžu spát pozdě každý den, a spím včas. “Každy stroj, potřebuje palivo“, můžu dělat sport tříkrát za týden."
181,C2015-WRI-2F-102-002,czech,2015-04-24,3,F,writing,narration,"A taky pozor na závislosti, nesmím kouřit vždy. Dám si sebe chvilku pro sebe, a udělám zaladání stresu. Pravidelný život a zdravou stravu můžu udělat, protože lidi mužou žit št´astné a zdravé."
182,C2015-WRI-2F-103-001,czech,2015-04-24,3,F,writing,narration,"Kdybyste zdravý životní styl,  moje prvný nekoužet, protože koužet ne dobre pro cebe. Potom, zdravá strava. Jist mnoho zeleniny a ovoce. V téch mnoho vitamina. Spanast včas. Lepše 6-8 hodin dennes. Ne piš mnoho alkohol, ale piš vodu. Často delam sportu, nemam lepnost."
183,C2015-WRI-2M-104-001,czech,2015-04-24,3,M,writing,narration,"Zdravý životní styl. Můžeme spát dlouho asi sedm nebo osm hodin. Můžeme pít hodně vody a psát syr a zelenici. Můžeme sportovat často. Nemůžeme pít moc piv, vodk a whisky. Nemůzeme psát moc hamburg. Nemůžeme mít moc stres."
184,C2015-WRI-2M-105-001,czech,2015-04-24,3,M,writing,narration,"Zdravý životní styl. Kdyžchceme mýt zdravý životní styl, myslím, že zdravá strava je důležtý. Nemusím Často jíst tučné jídlo, rychlé občerství nebo smážené jídlo. Musím jíst mnoho zeleniny a ovoce. Napřiklad, na snídaně můžeme jíst kukuřičné lupinky a mlečné pradukty. Nesmíme vždy jíst stejné jídlo, musíme jíst vyváženo."
185,C2015-WRI-2M-105-002,czech,2015-04-24,3,M,writing,narration,"Kpomě toho, denní režim je taky důležtý. Musíme chodit spát brzo, a proto musíme vstavat brzo rano. Potom dobře snídáme a děláme cvíčení. A pravidelný sport je moc důležtý. Musíme sportovat 3 krát minimum tydně. Dokonec, „Překonovat lenosti“ je nejdůlešší."
186,C2015-WRI-2M-106-001,czech,2015-04-24,3,M,writing,narration,"Můžu mít zdravou stravu. Nejím tučné jídlo a smažené jídlo. Nepiju mnoho alkoholů. Chvila s sebou, Když mám volný čas, můžu cvičit, plavat nebo jet na kolu. Jdu spát brzo a vstavám brzo. Můžu mít dobré zvládání stresu. Můžu mít lasku, optimismus a dobrou náládu."
187,C2015-WRI-2M-106-002,czech,2015-04-24,3,M,writing,narration,"Když mám dovolení, možná jedu na výlet, cestuju do zahraničí, jdu na procházku, nebo dělám neco relaxovat."
188,C2015-WRI-1M-012-001,czech,2015-04-30,1,M,writing,narration,"V kolik hodin obvykle vstáváš? Obvykle vstávám v 7 hodoin. Co děláš vždycky ráno? Vždycky ráno si čistím zuby, myju se a snídám. Kolikáty měsíc se učíš česky? Učím se česky pátý měsíc. Jak často obědváš v restauraci? Obědvám v restauraci dvakrát za týden. Co studuješ tady na univerzitě? Na univerzitě studuju češtinu a ruštinu. Co se ti líbí v Praze/ v České republice?"
