seq,id,date,time_length,gender,medium,text_type,text
155,R2014-WRI-2F-014-002,2014-04-21,2,F,writing,narration,"Утка ещё раз появился на сцене, он взял ружьё, все не знали почему он делал это. Собока исполнял разные истулименты, первый раз медленно. Второй раз быстрее чем первый раз, поэтому ему надо исполнял быстро, но он не может исполнять с этой скорстью, наконец упал на сцене. Потом утка опять появился с шляпы собаки."
155,R2014-WRI-2F-014-003,2014-04-21,2,F,writing,narration,"Это фильм говорится что, эти животые исполнялись не хорошо и интересно. Если вы посмотрите это фильм, вам надо громко смеяться перед телевизором."
156,R2014-WRI-2F-015-001,2014-04-21,2,F,writing,narration,"Я смотрю фильм, но я считаю, что это не очень интересно, и чуть-чуть не знаю, что они делают. Особенно, когда утка появляет, он всегда делает чуть-чуть непонятно дела, и всегда не весел. У них торжественный концерт, и в зал прйдут много народу. Они смотрят довольны и хочат смотреть ещё раз. Мне нравится больше всего один человек, кто был последно, и исполняет на гармони, и многих инструменов."
156,R2014-WRI-2F-015-002,2014-04-21,2,F,writing,narration,"Я сама думаю, что этот человек – самый интересный, веселый, и симпатичный, этот человек тоже мой самый любимый роль на фильм. И я ещё не очень помню, почему Мики часто говорит хорошо, хорошо. Но это весела."
157,R2014-WRI-2F-016-001,2014-04-21,2,F,writing,narration,"Один собака пел песьню, но он пел очень плохо. Поэтому он не может петь никогда. Мышь говорил, что следуюший может петь. Следуюший это юбка. Он дал мышь один яблоко. Он пел как плохо, заметие начинал #_____#. Юбка заметилась и вышел из сцены. Он тоже не может петь никогда. Следуюшие, это курица и #_____#."
157,R2014-WRI-2F-016-002,2014-04-21,2,F,writing,narration,"Курица пел тоже плохо, #_____# играл пиано хорошо, но она много ошиблась. Юбка ещё раз шёл на сцену. Он взял #_____# и #_____# заметие потому что они думали что он пел плохо и интересно. Следующий, это собака, он играл музический инстримент. Он играл не плохо. Но сразу машина не работала. Всё весёлые, только юбка нет. И все кончался."
158,R2014-WRI-2F-017-001,2014-04-21,2,F,writing,narration,"Сейчас один спетный комплимент. Первый человек пел плохо, потому что всё зретилей не нравиться его спекталь. Он чувствавал очень сердиться. Второй играющий это курица и #_____#. Один пела один играла пиано. Сначала #_____# не внимательно играла пиано она хотела самая играть. Но курица не любила ей помочь, Курица пела хорошо, но этот мокорфон не очень удобстный."
158,R2014-WRI-2F-017-002,2014-04-21,2,F,writing,narration,"Он часто #_____#, потому что курица надо нашла его. Когда они кончали их спекталь, первый человек пошёл на стене. Он очень серился. Потом один учёный пошел на стене с его машиной. Сначала машина играет #_____#, но потом она сломала. Его спекталь тоже плохо"
159,R2014-WRI-2F-018-001,2014-04-21,2,F,writing,narration,"Я видел шесть роли в этом фильме. У них спекталь. Первый песня, который поёт утка, очень плохо и затели не доволены даже смемялся над ним. Второй песня который поёт курица тоже плохо. Потом утка вошёл в театр, но я не знаю он утка, потому что он надевался большой плащ и шапка. Третье песня, которыя играет собока, она играет в музику."
160,R2014-WRI-2F-019-001,2014-04-21,2,F,writing,narration,"Сегодня в театре проводится конкурс пения. Сначала ведующий произносит речь, чтобы познакомить участников с зрителем. Потом, конкурс начинается. Вервый участник – госпотин утёнок. У него неприятный голос и он поёт нехорошо. Все зрители смеются над ним. Вторые участники: крова и курица. Крова подходит к пианине и вдруг подает."
160,R2014-WRI-2F-019-002,2014-04-21,2,F,writing,narration,"Курица начинает петь, и крова играет на пианине для неё рядом. Курица волнуется и не так хорошо поёт, как обычно. Крова играет на пианине по ошибке много раз. Их спектакль не нравится зритель. Третий участник – собака. Его зовут «Гоффи». Он сам придумает чудесную машину. В этой машине нам можно играть на разные инструменты одновременно. Какая интересная машина!"
160,R2014-WRI-2F-019-003,2014-04-21,2,F,writing,narration,"Сначала, всё в порядке. Но, в ходе игры, машина, кажется, ломается. Собака не может продолжать играть. Это спектакль является катострофой! В это время, утёнок опять появляется. В его руке #_____#. Все зрители пугаются и уходят. Конкурс кончается и никто не побиждает."
161,R2014-WRI-2F-020-001,2014-04-21,2,F,writing,narration,"Это очень интересный фильм о концерте. В этом фильме, Микки Маус организует концерт. На концерте, каждый человек делает самой искусный талант. Одной человек хочет читать лекцию на концерте, поэтому люди смеяются над ним. Одна #_____# девушка поёт и её подруга играет на фортепиано. Люди очень любят их."
161,R2014-WRI-2F-020-002,2014-04-21,2,F,writing,narration,"Вдруг, человек, который хочет читать лекцию, появляется и хочет сломает этот концерт пистолетом. Но робот остоновит его и концерт продолжается. Последний исполнитель появляется с большой машиной. В этой машине есть много музыкальных инструментов. Его музыка очень интересная. Но его машина сломается после шоу. Очень жаль. Я думаю, это очень счастливый фильм. Когда я смотрил этот фильм, я наслаждался его и хорошо провел время."
162,R2014-WRI-2F-021-001,2014-04-21,2,F,writing,narration,"Сегодня в театре был большой и прекрасный спектакль. Мыш был ведущим на сегодняшем вечере. Большой пёс – певец но он плохо спел и зрители не любовались его спектаклем. Ведущий исгонил его из сцены и утка вышла. Утка подошла к мыша с яблоком, почистила это яблоко, дала его Мики и запела."
162,R2014-WRI-2F-021-002,2014-04-21,2,F,writing,narration,"Она нехорошо пела но зрителям понравился её спектакль, потому что они думали, что его голос очень смешной, и смеяли пад уткой. Утка сердилась и сказала плохие слава. Ведущии попросил её уйти. Потом курица с её подругой, которая хорошо играете на пианине, выступили. Они выбрали очень трудную песню. Курица пела с трудом и тубка не работала. "
162,R2014-WRI-2F-021-003,2014-04-21,2,F,writing,narration,"Люди гормко смеялись и её подруга тоже смеялась над курицу. Следующщий человек, которые будет играть на скепке, был уткой. Она оделась много и не могли узнать её. Она взяла ружьё и люди испукались. Её исгонили ещё раз. И собака исполнила симфонию сама. Она может играть на много музыкальных инструментах. Наконец она не сделала хорошо, потому что утка помешала собаке."
162,R2014-WRI-2F-021-004,2014-04-21,2,F,writing,narration,Скучно не было на этом вечере.
163,R2014-WRI-3F-001-001,2014-04-21,3,F,writing,narration,"Это фильм сказал концерт животных. Сначала, ведущий животный сказал о концерте, и потом начал концерт. Первый животный не пьёт хорошо, все смеются над ему, поэтому он очень не весёлый. Второй, эта пора животных, один носит высокий обувь, и один носит красивую одежду. Один играет в пианоне, и один пьёт."
163,R2014-WRI-3F-001-002,2014-04-21,3,F,writing,narration,"Животный, который играет в пианоне, очень весёлый, всегда смеётся, когда делает ошибки. Но животный, который пьёт, смотрет ошибки: это серьюзные проблемы. Их программа очень хорошо, все любят это. Ведущий предложает сказать о концерте, как вдруг первый животный воидёт, и хотет бить все."
163,R2014-WRI-3F-001-003,2014-04-21,3,F,writing,narration,"К счастью, кто-нибудь перестает его. Следующий животный делает его программу одиному. Он пьёт с роботом. Это робот есть многие вещи, и можно играть в пианоне, драме и т.д. сам. Сначала эта программа идёт хорошо, но быстро она изменет. Программа идёт плохо, но все весёлый. Концерт кончит, и первый животный выидёт из робота, и сказал что, то все смеются над ему."
164,R2014-WRI-3F-002-001,2014-04-21,3,F,writing,narration,"Несколько животных устраивали выступление вместе. Первый артист, полная кошка, он плохо пел и сразу спросили уйти. Ведущий выступления, мышь, пригласил следуюшего артиста, утка. Но голос был такой удробливый у этой утки, никто не знали, что он пели или говорили. Поэтому скоро его спросили выйти из стены. Он рассердился."
164,R2014-WRI-3F-002-002,2014-04-21,3,F,writing,narration,"Потом вышли на стену нарядные пара, корова и курица. Когда корова играла на пионино, курица пела. Но они, может быть, мало повторяли и делали смишно много ошибок на стене. После их выступленшя вышёл кто-то страшно одевал. Оказалось, это утка, который взял оружие и делал выстрелы на каждый участники."
164,R2014-WRI-3F-002-003,2014-04-21,3,F,writing,narration,"После того как утка вышёл из стены опять, на стену вышёл сабака с его машиней, на котором он может сам играет симфонии. К сажалению, машина не работала хорошо, поэтому он може не мог удачно совершил выступление."
165,R2014-WRI-3F-003-001,2014-04-21,3,F,writing,narration,"Звонил звонок. Мышь стоял в холе и приглашал кого-нибудь танцевать и петь. Первый – утка, которая одевал белую рубашку. Он давал мышь яблоко и начал петь в телефоне. Но его песня не так красиво, поэтому мышь спрашивал его выидти от холя. Вторая группа была курица и корова. Они пели хорошие песни. Когда курова играла на пионине, курица громко пела."
165,R2014-WRI-3F-003-002,2014-04-21,3,F,writing,narration,"Потом эта большая курица пела бистрее и бистрее, зрерше не так знали что она делала. Мышь решил, что ему надо приглашать следующая группа. Это высокая собака. Он музыкант, который имеет играть на многих инструментах."
165,R2014-WRI-3F-003-003,2014-04-21,3,F,writing,narration,"Она играла всё сама и очень удобно. Но она тоже играла быстрее и быстрее, и наканец мышь не хотел разрешать ей играть на инструметах. Злая утка вернулась и не очень симатично. Люди, которые смотрели в холе сидели через стулом."
165,R2014-WRI-3F-003-004,2014-04-21,3,F,writing,narration,"По-моему, это скучный фильм. Кроме того – я не помню этот шоу. Мне нравиться деткие фильми, но этот фильм уже старый."
166,R2014-WRI-3F-004-001,2014-04-21,3,F,writing,narration,"В фильме изобразили концерт животных. Ведущий – мышка. Первый выступитель была утка. Сначала она дала ведущему одну яблоку, и начала петь. Она пробовала несколько раз и старалась совершить эту песню, но всё же не могла помнить всю песню. Аудитория смеялась над ней, и ей требовали выйти из стены. Она очень сердилась."
166,R2014-WRI-3F-004-002,2014-04-21,3,F,writing,narration,"Потом появилась другая группа, которая составила из говядина и курца. Когда говядина подошла к пианино, она упала из-за её брюки, но она не обратила внимание на это, и начала играть на пианино. Курца пела неудачно, потому что инструмент не хороший, майкрофон всегда кружился, и она не могла петь."
166,R2014-WRI-3F-004-003,2014-04-21,3,F,writing,narration,"Третий выступитель была собака. Она появился с очень страной машиной, с которой много музыкальных инструментов, и она собиралась играть всё в одно время. Сначала всё шло хорошо, но потом машина не работала, и собака делала много смешные дела. Вообше сказать, это был смешный и неудачный концерт."
167,R2014-WRI-3F-005-001,2014-04-21,3,F,writing,narration,"Ведущий начал его программу с одном звонком. Как только первый артист начал что-то говорил, он сразу был приглащён с сцены. Второй артист сначала весьма приветливый и симпатичный, даже принёс одно яблоко ведущему для подарка. Он низкий, был одет в голубую рубашку и белую шапку. Хотя он хотел что-то сказать, но никто его не понял, поэтому он стал сердился."
167,R2014-WRI-3F-005-002,2014-04-21,3,F,writing,narration,"Он был так смешной, что все люди смешали над ним, и он также быстро был приглащён с сцены. Но перед того как он ушёл, он взял свое яблоко от ведущего."
167,R2014-WRI-3F-005-003,2014-04-21,3,F,writing,narration,"Потом появились две дамы. Одна, которая была одета в блузку и юбку играла на пианине, и другая, которая носила голубую шапку, пела оперу. Кроме их спектакля, никто не играл свою программу до конца."
167,R2014-WRI-3F-005-004,2014-04-21,3,F,writing,narration,"Третий артист всё умел. Сначала он поданцевал, потом играл на все иструменты. К сожалению, его инструменты не работали до конца спекталя."
167,R2014-WRI-3F-005-005,2014-04-21,3,F,writing,narration,"Эти страные событии, может быть, пусть любой человек сойти с ума, он однако ведущий этой программы всё равно."
168,R2014-WRI-3F-006-001,2014-04-21,3,F,writing,narration,Сегодня в большой театре есть один интересный спектакль. Сначала звонок и Мики говорил привественную речь. Потом спектакль шёл. Там много зрителей смотрел зрелище. Первый шоу #_____# пел по микорфону и #_____# играл на роле. #_____# играл на роле по ошибке и #_____# злой. Но зрители подумали это интересен и смеятся.
168,R2014-WRI-3F-006-002,2014-04-21,3,F,writing,narration,"Потом один страна утка шёл, которая одела страная одежда. Утка счёт с пушкой. Потом утка играла на трубе, барабане, дымоходе и гармонике вместе. Очень интересен и молодец. Утка играла всё быстрее. Но наконец всё инструменты сломанны. Несмотря на то, что этот спектакль не идеальный, но все зрители были очень рады."
168,R2014-WRI-3F-006-003,2014-04-21,3,F,writing,narration,"Они аплодировали громко и ушли с улыбкой от большой театры. Я подумаю это хорошо спектакль, который даю зрителям много счастьей. Мне очень нравится этот спектакль. Если ещё есть такой спектакль, я посмотрю ещё раз."
169,R2014-WRI-3F-007-001,2014-04-21,3,F,writing,narration,"В самом деле, я не хорошо знаю что это фильм хочет сказать."
169,R2014-WRI-3F-007-002,2014-04-21,3,F,writing,narration,"Когда я ещё маленкая, я думаю ""#Mickey Mouse#"" интересно. Но теперь я не так думаю."
169,R2014-WRI-3F-007-003,2014-04-21,3,F,writing,narration,"С начале одна собака был тануть. Потом (#a# #duck#) поёт. Он не поёт хорошо, поэтому он тоже был тануть. Потом была (#a# #hense#) и (#a# #cow#) тоже поёт, и (#cow#), (#hense#) играет пиано. Они тоже плохо..."
169,R2014-WRI-3F-007-004,2014-04-21,3,F,writing,narration,Я не знаю как говорить о этом фильме хорошо. слова я знаю слышком мало. Всё не понимаю. Я не могу писать 130 слова. Это трудно для меня.
169,R2014-WRI-3F-007-005,2014-04-21,3,F,writing,narration,Но теперь я смотраю #Micky Mouse#. я чувствую это фильм плохо. Много чёрный юмор (#humm#). Дети не дожни это фильм смотрить.
170,R2014-WRI-3F-008-001,2014-04-21,3,F,writing,narration,"Сегодня я смотрела интересный фильм. Этот фильм о известном персонаже – Мики и его друзья. Сначала Мики проводил програму и пригласил многие животные, например птица, собока и другие. Первое животное сказало что-нибудь. Но другие не знали что оно сказало, потом оно уходило. Следующее животное – тица Тан."
170,R2014-WRI-3F-008-002,2014-04-21,3,F,writing,narration,"Тан дал Мики вкусное яблоко, и начал взять трубу и говорить очень серьёзно, но другие смеялись. Он чувствовал плохо, потом тоже уходил. После ухожденя, птица и другое животное начали их консерт. Птица пела, а животное играло на пианисе. Оно играло очень хорошо, но птица пела хуже и ужасно. Когда она пела, труба не стоял на полу, и потом случилось интересную вещь."
170,R2014-WRI-3F-008-003,2014-04-21,3,F,writing,narration,"После этого, птица Тан опять был здесь, но он надевал в другой костюм. Другие думали, что он играл в скрипке, но он взял ружьё. Очень опаздно. После этого, был – собака Кофи. Он играл все инструменты. Сначала очень хорошая музыка, но потом его вещь сломалась. Я думаю, что этот фильм интересный, но я чуть-чуть плохо понимала, что этот филь хотел показывать."
171,R2014-WRI-3F-009-001,2014-04-21,3,F,writing,narration,"Сегодня был большой спетакль. #Mickey# – хост спетакль. Он заявил начало спетакль. Первый человек пел песню, но он пел очень плохо. А второй человек, називан #Donald#, пришёл на #_____#. Он дал #Mickey# большое красивое яблоко. #Mickey# очень весёлый. #Donald# сказал #Mickey#, что он хотел петь песню. Но #Mickey# думал, что эта песня не хорошая."
171,R2014-WRI-3F-009-002,2014-04-21,3,F,writing,narration,"#Donald# #_____# хотел петь. Он пел очень внимательно и красиво. Но зрители не любили. Они смеялись над ним. #Donald# стал не весёлый но продожил петь. Зрители смеялись ещё раз. #Mickey# говорил, что ему нужно вошёл. Потом следние были две женщины. У них красивые изыкальные надежды. Они пришли элегантельно. Одна пела и другая играла роль."
171,R2014-WRI-3F-009-003,2014-04-21,3,F,writing,narration,"У женщины, которая играла роль, #_____# платье. Её платье упалось её. Это #_____# женщина играла очень хорошо и правильно. Зрителям очень нравится. Они слушали и #_____#. Но её друга не доголена. Она думала, что её друга играла плохо. И зрители не любили эту женщину. Они думали, что эта женщина пела смешно."
171,R2014-WRI-3F-009-004,2014-04-21,3,F,writing,narration,"Но во время окончания, этого страного спетакль они за этих женщин. Потом #Goffy# пришёл с его страной машиной. Эта машина была #_____# с многими инструментами. Эти инструменты имеют сами играли. Но наконец они работали без контроля. Очень интерсный и смешный спетакль."
172,R2014-WRI-3F-010-001,2014-04-21,3,F,writing,narration,"На сцене стоит мышка, которая руководствует программой спектакля. После того как мышка сделала звонок, первый спектактель взят со сцены механическими руками. Потом утка выходит на сцену, она даёт мышке красное яблоко на подарок. Сейчас утка начинает выступать речь. Хотя утка выступает серьёзно, но зрители смеются громко."
172,R2014-WRI-3F-010-002,2014-04-21,3,F,writing,narration,"Утка очень сердится, и она тоже взята со сцены механическими руками. Через несколько секунд утка возвращается и берёт яблоко обратно с мышки. Потом выходят на сцену нарядная высокая собака и нарядная полная курица. Собака – пианист, а курица – певица. Когда пианист играет на пианино и певица поёт, микрофон всё двигается, поэтому певица поёт трудно и даже падаёт."
172,R2014-WRI-3F-010-003,2014-04-21,3,F,writing,narration,После спектакля собаки и курицы появляется странный гость с чёрным чемоданом. Этот гость открывает чемодан и вдруг раздевается странную одежду. Это именно утка и с ружьём.
173,R2014-WRI-3F-011-001,2014-04-21,3,F,writing,narration,"Вечером в Большом театре проводил концерь музыканта. А мышь ""Микий"" является главым контральным ребёты. Первой гостей нужно петь на песни, но он плохо знал с музыкой, и попросился ему уйдти. Второй гость ""Дана"", очень интересно и драматический. Сначала, он начинал проводить на лекций, также внонь нацизм и фасизм."
173,R2014-WRI-3F-011-002,2014-04-21,3,F,writing,narration,"К сожалению, между проводением он забыл, что ему нужно говорить. Поэтому, зрители сменяли с этой спектатей. Кроме того, ""Дана"" хотит бороться за всях людей. Поэтому они попросили ему выйдти. Между протим, Дана очень не хотит."
173,R2014-WRI-3F-011-003,2014-04-21,3,F,writing,narration,"Третие гости – один пел на песни, и другой играет на питание. Хотя появляется несколько шибки, но эта спектаня хорошо работала. Между песням, участники очень волнулись для ""#micro#"". Потому что это был приходил по кругом."
173,R2014-WRI-3F-011-004,2014-04-21,3,F,writing,narration,"Второй гость – он очень талантый музыкант. Он научит много иструментов, например, флейт, гиталь и другой. Между протим, он приводили автомобиль истурментов – исспользует иструментам заработать вместе, очень интересно. До того как автомобиль музыканта плохо работает, эта праздванения очень прекрасно. Очень быстрее играть на всех инстументов, поэтому автомобиль не заработал."
173,R2014-WRI-3F-011-005,2014-04-21,3,F,writing,narration,"Во время проведения ""Дана"" всякий раз появляет в концерт. Он принёсит неживотные борьбы и волосы. После того как Дана появляется терроризом, зрители были очень беспокойтесь."
174,R2014-WRI-3F-012-001,2014-04-21,3,F,writing,narration,"Это был прекрасный день. Большое сонце, удобная погода и тёплое температура. Много людей ходили в Большой театр, потому что спектакль будет показан здесь. Моя подруга и я тоже ходили там за шоу. Мы одевались красивые платья и высокие туфли. Мы очень радовались из-за не смотрели спектакль много лет. Мы вошли в Большой театр и нашли своих места и потом спектакль начинался."
174,R2014-WRI-3F-012-002,2014-04-21,3,F,writing,narration,"Ведущий вошёл на сцену а потом один человек появился. Он дал ведущим яблоко и пел. Но он пел очень плохо, поэтому зрители смешивались на его. Это человек очень сердился и громко крычал на зрителей а потом вышел из сцены с яблоком. А второй были двух женщин. Один играла пианино. а другой пела на сцену."
174,R2014-WRI-3F-012-003,2014-04-21,3,F,writing,narration,"По-моему она играла очень замечательно, но другая женщина пела смешно. Я не любила её голос. Вдруг, человек, который пел очень плохо вошёл в сцену с ганом и хотел убить зрителей. Нам очено волнавались и хотели ушли. Наконец, это странной человек вышел а спектакль продалжался."
174,R2014-WRI-3F-012-004,2014-04-21,3,F,writing,narration,"Третий был высокий муж. Он пришел с разными инстроментами. Сначала, он играл хорошо, но потом инстроменты не работали. Мы не знали, что случилось! Вдруг, странной человек, который пел очень плохо, появился с шапочки высокого мужа. Как? Это очень чудесный! Я уверла, что это был самым удивительным спектаклем на свете!"
175,R2014-WRI-3F-013-001,2014-04-21,3,F,writing,narration,"История фильма, это спектакль с многими животнами. Сначала одно животное говорит что-нибудь с гостями. Но его был изгнан руками. Потом является хозяином, это мышь. И спектакль началась. Первый пошёл один утка. Он дать хозяину яблоку и начался свой речь. Но гости не любили что он говорил. Поэтому он тоже был изганан. Он сердитно взял яблоку из хозяина и ушёл."
175,R2014-WRI-3F-013-002,2014-04-21,3,F,writing,narration,"Второй пошли курица и корова. Курица пела и Корова играла пианину. Курица пела очень хорошо и корова тоже играла перекрасно. Все гости серьёзно посмотрили, как посмотрили на снукер конкурс. Вдруг является странным животном с большой красной бородой. Это утка! Утка принимает пистолет и разносит всё гости. Очень опасно. Потом утка был изгнан руками снова."
175,R2014-WRI-3F-013-003,2014-04-21,3,F,writing,narration,"Потом являтся собакой и машиной с инструментами. Собака начинается играть многие инструменты. Он сначало играет хорошо, но потом ситуация вышла из-под контроля. Конец."
176,R2014-WRI-3F-014-001,2014-04-21,3,F,writing,narration,"У них интересный шоу. С начала, первый друг #Micky# принёс яблоку #Micky# и хотел говорить, но зрители только смеялись, а не хотели слушать о его речи. Первый друг очень стредился и ушёл. Второй и третий друзья пели и играи в пиянине. Последний друг тоже давали отличный шоу. Первый друг ещё хотел говорить, поэтому как только каждые друзья окончали свои шоу, он вошёл и хотел говорить ещё раз, но никто не слушал о его."
176,R2014-WRI-3F-014-002,2014-04-21,3,F,writing,narration,"В одним словом, это очень интересный и тоже смешной шоу. У зрителей хорошое время. По-моему, хотя я думаю фильмы #Disney# смешные теперь, но они являются моими близкими друзьями раньше. И если у меня есть детей, я необходимо показать им фильмы #Disney#, как так #Disney# – общий классический сон в мире, и нам нельзя забывать о него. Наконец-то, ответственность за это должен быть все."
177,R2014-WRI-3F-015-001,2014-04-21,3,F,writing,narration,"В начале видео одна мыша представила выступление, все показалось очень весёлые. Потом началось выступление, два животных вошли в комнату, курица и говядина – эта курица очень хотела петь песню, по-моему может быть у неё есть прекрасный волос или её очень нравится выступить. Однако, все не шли хорошо как они впервые думали. Та говядина начали играть на пианино и не хотела работать с курицы."
177,R2014-WRI-3F-015-002,2014-04-21,3,F,writing,narration,"Поэтому сначала курица не может петь хорошо. А другая ситуация случились, микрофон, которым использовала курица, бежает всюду, налево и направо, и певица не могла петь. Люди, которые присутстовали в концерте, чувствовали себя очень плохо, потому что она утка вкруг появилась и делала несколько очень плохие дела, она испугала почти все люди."
177,R2014-WRI-3F-015-003,2014-04-21,3,F,writing,narration,"Я думаю, что поведение этой утки было очень страшнное и ничего не делало защитить все люди, это не хорошо. Наверное, у этой утки есть хорошая причина для её плохое поведение, но я думаю это действительно серьёзное нарушение закона, и эта самая утка надо отплатить цену."
178,R2014-WRI-4F-001-001,2014-04-21,4,F,writing,narration,"В мультфильме проводил соревнование, в котором участвовали много животных. Сначала пел злой и полный кот. он в костюме. Потом ведущий соревнования – мыш начался говорить. Это мыш известен во всём мире, его зовут Мики Маус. Когда Мики Маус говорил, утка появился и дала ему красное яблоко. Я совсем не понимаю почему утка даёт Мики Маусу, но я думаю это очень смешно."
178,R2014-WRI-4F-001-002,2014-04-21,4,F,writing,narration,"После того что утка дала мышку яблоко, утка началась петь. Но все знают, что голо утки острый и некрасивый. Поэтому аудитории громко смеялись над уткой. Утка сердилась, и хотела утвердить, что она могла хорошо петь. Поэтому она ещё раз пела, но аудитории ещё громче смеялись. Вдруг появилась белая рука и захватила утки."
178,R2014-WRI-4F-001-003,2014-04-21,4,F,writing,narration,"Ведущий о чём-то говорил и вошли корова и курица. Курица стояла и ждала, чтобы корова шла к пианине. Но корова упала и зрители смеялись над ней. Потом корова началась играть на пианине, но она играла свободно, курица не знала когда она могла начать петь."
178,R2014-WRI-4F-001-004,2014-04-21,4,F,writing,narration,"Несмотря на эту маленькую ошибку, курица очень красиво пела. Наконец зрители апладировали. Вдруг утка опять появилась и стреляла на зрителей. Какая странная и опасная утка!"
178,R2014-WRI-4F-001-005,2014-04-21,4,F,writing,narration,"В конце концов вошла собака, за которой вошла машина с многими инструментами. Она играла на очень много инструментов, и на гитаре и на гормошке. Сначала она медленно играла, а потом стала быстрее и быстрее. Она не успешно играть и у неё нет времени, чтобы отдыхать. Наконец это машина сломалась и собака очень устала."
178,R2014-WRI-4F-001-006,2014-04-21,4,F,writing,narration,"В то же время снова пояилась эта утка с кепки собаки. Мультфильм кончился. По-моему, хотя бы у этих животных странные поступки и характеры, это интересный и смешной мультфильм для детей."
179,R2014-WRI-4F-002-001,2014-04-21,4,F,writing,narration,"Режиссёр этого маленького фильма представляет собой Валта Диснеса. Похож на его другие фильмы, нам можно увидеть многих персонажей и услышать весёлую музыку. Сюжет этого фильма очень интересный, но чуть-чуть непонятный. Сначала кто-то громко, агрессивно закричал, и потом его заставил уйти со сцены. Появился наш любимый персонаж, Мики Маус."
179,R2014-WRI-4F-002-002,2014-04-21,4,F,writing,narration,"В этом фильме он играет в роль ведущего какого-то выступления. Вошла персонаж утка в сильной футболкой. Она подарила Мики большое красивое яблоко и сразу закричала. Мики её перестал и вёл её на место, где находится трубка, как микрофон. Утка продолжала кричать, но зритель её не поняли. Зритель смеялись над уткой. Утка рассердилась и ушла."
179,R2014-WRI-4F-002-003,2014-04-21,4,F,writing,narration,"В течение разговора Мики утка вернулась к нему и взяла своё яблоко, которое раньше подарила. В следующую очередь вошли артисты – корова, которая играет на пианино, и петух, певец. В ходу корова к пианино она упала. Засмеялись зрители и сама корова засмеялась. Они начали выступление. Петух хрипел незнакомую песню, а корова играла на пианино. Тубка стала двигнуть и петух также двигнула за трубкой."
